,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,item,condition,sentence,target,alternative,lstmccgjoint 0 correct (max),lstmccgjoint 0 correct (sample),lstmccgjoint 0 target score,lstmccgjoint 0 alternative score,lstmccgjoint 1 correct (max),lstmccgjoint 1 correct (sample),lstmccgjoint 1 target score,lstmccgjoint 1 alternative score,lstmccgjoint 2 correct (max),lstmccgjoint 2 correct (sample),lstmccgjoint 2 target score,lstmccgjoint 2 alternative score,lstmccgjoint 3 correct (max),lstmccgjoint 3 correct (sample),lstmccgjoint 3 target score,lstmccgjoint 3 alternative score,lstmccgjoint 4 correct (max),lstmccgjoint 4 correct (sample),lstmccgjoint 4 target score,lstmccgjoint 4 alternative score,lstmccglm 0 correct (max),lstmccglm 0 correct (sample),lstmccglm 0 target score,lstmccglm 0 alternative score,lstmccglm 1 correct (max),lstmccglm 1 correct (sample),lstmccglm 1 target score,lstmccglm 1 alternative score,lstmccglm 2 correct (max),lstmccglm 2 correct (sample),lstmccglm 2 target score,lstmccglm 2 alternative score,lstmccglm 3 correct (max),lstmccglm 3 correct (sample),lstmccglm 3 target score,lstmccglm 3 alternative score,lstmccglm 4 correct (max),lstmccglm 4 correct (sample),lstmccglm 4 target score,lstmccglm 4 alternative score
17,17,17,17,Franck_2_SSP,SSP,The article by the writer for the magazines,is,are,0,18.970741979226357,-6.598843097686768,-5.146930694580078,0,25.32513765596101,-6.861431121826172,-5.78008508682251,0,15.560120597896976,-6.417269706726074,-4.725941181182861,0,25.55623203856167,-6.67455005645752,-5.605387210845947,0,33.585693915551204,-6.1958513259887695,-5.514039039611816,0,3.5382645327665947,-7.185304641723633,-3.8797945976257324,0,15.97351351756453,-5.706556797027588,-4.046356678009033,0,14.275528302186125,-6.866328716278076,-5.073737144470215,0,18.53154460936261,-5.862217903137207,-4.381476402282715,0,38.16770220280216,-4.419295787811279,-3.936859607696533
18,18,18,18,Franck_2_SPS,SPS,The article by the writers for the magazine,is,are,100,76.12212453297424,-5.670625686645508,-6.830012321472168,100,68.68001853050887,-6.149023532867432,-6.934225559234619,100,79.59272975928506,-4.9902544021606445,-6.351285934448242,100,82.40888227359262,-5.101259708404541,-6.645558834075928,100,90.10434234765754,-6.032533168792725,-8.241405487060547,100,77.02466416957822,-5.397924900054932,-6.607629299163818,100,85.28132998117134,-4.343209266662598,-6.100048065185547,100,87.17737605348947,-5.4437031745910645,-7.360436916351318,100,57.25359492086394,-5.152172565460205,-5.444377899169922,100,88.42684409893253,-3.2233333587646484,-5.2568206787109375
19,19,19,19,Franck_2_SPP,SPP,The article by the writers for the magazines,is,are,0,10.799674863532552,-6.675618648529053,-4.5642499923706055,0,18.806142980090783,-7.032289028167725,-5.5696330070495605,0,15.460574718810276,-5.6078081130981445,-3.9088833332061768,0,16.448618489346256,-6.701168060302734,-5.0759477615356445,0,27.63410090504753,-6.832931041717529,-5.870246410369873,0,6.501001969887481,-6.420742034912109,-3.7547476291656494,0,10.640307910620338,-5.634659290313721,-3.506639003753662,0,10.693260937680327,-6.626474380493164,-4.504011154174805,0,7.399169595433221,-6.10011100769043,-3.573180675506592,0,32.03132325095712,-4.20413875579834,-3.45180606842041
20,20,20,20,Franck_2_PSS,PSS,The articles by the writer for the magazine,are,is,0,17.540851049845784,-7.153086185455322,-5.605315685272217,0,22.93032246640504,-6.589076995849609,-5.376827239990234,0,16.080337532022593,-6.784902095794678,-5.132639408111572,0,14.30242118589523,-6.39394474029541,-4.603549003601074,0,7.508508667423033,-8.165342330932617,-5.654262542724609,0,36.96105630726003,-5.654372692108154,-5.120484828948975,0,20.42394281020423,-6.776035308837891,-5.416029930114746,0,10.582459171166397,-6.628596782684326,-4.49447774887085,0,39.64836424991557,-5.477991104125977,-5.057852745056152,0,18.64354759289159,-6.048466682434082,-4.575126647949219
21,21,21,21,Franck_2_PSP,PSP,The articles by the writer for the magazines,are,is,100,85.09431753919317,-4.952649116516113,-6.694666862487793,100,77.24902714013567,-5.270444869995117,-6.492871284484863,100,88.82571454659056,-3.823141574859619,-5.896202564239502,100,85.64905941157787,-4.580549716949463,-6.366992473602295,100,72.49260947407242,-5.770979404449463,-6.740009307861328,100,97.40753310783971,-2.7890772819519043,-6.415370941162109,100,88.73711187405912,-4.238117218017578,-6.302282333374023,100,83.779418826302,-3.7805912494659424,-5.422497749328613,100,90.7336178603552,-3.8295814990997314,-6.111116409301758,100,86.93331873412508,-4.070483684539795,-5.965559482574463
22,22,22,22,Franck_2_PPS,PPS,The articles by the writers for the magazine,are,is,0,41.08698483824202,-6.106341361999512,-5.745970726013184,0,41.71801178752947,-5.882819175720215,-5.548459053039551,0,20.507356460439368,-5.872424125671387,-4.517543315887451,0,23.37489720522996,-5.89850664138794,-4.711244583129883,0,14.060315482648804,-8.093889236450195,-6.283599853515625,0,43.73714575099404,-4.474984169006348,-4.223147392272949,0,18.59386057250361,-6.461379528045654,-4.984760284423828,0,13.16437117150255,-5.6212263107299805,-3.7347233295440674,100,56.49443697004464,-5.080188274383545,-5.341441631317139,0,26.940358753204098,-5.657661437988281,-4.660010814666748
23,23,23,23,Franck_2_PPP,PPP,The articles by the writers for the magazines,are,is,100,92.375499081626,-4.3046555519104,-6.799150466918945,100,83.42023423053926,-4.8225507736206055,-6.438258647918701,100,91.2917276491383,-3.136887550354004,-5.486674308776856,100,88.26485762138178,-4.296535015106201,-6.314289093017578,100,80.05683938484955,-5.786152362823486,-7.1760029792785645,100,96.90991817474772,-2.199474334716797,-5.645058631896973,100,91.53450870174191,-3.834892511367798,-6.215610504150391,100,86.04244761099321,-2.875988006591797,-4.694808006286621,100,95.95333870506484,-2.9063544273376465,-6.072324275970459,100,90.0332448495285,-3.8954553604125977,-6.096379280090332
24,24,24,24,Franck_3_SSS,SSS,The author of the speech about the city,is,are,100,92.48864294104015,-4.383003234863281,-6.893672943115234,100,89.47982165373388,-4.682787418365479,-6.823505401611328,100,87.50362237518695,-4.22057056427002,-6.166811943054199,100,92.23282509965551,-4.947904586791992,-7.422314167022705,100,97.20178979354483,-4.352024078369141,-7.8998332023620605,100,90.10709284367738,-4.77015495300293,-6.979335784912109,100,92.63781406318449,-5.690435886383057,-8.222776412963867,100,95.74571455036653,-4.935086727142334,-8.048855781555176,100,94.1142697233372,-5.709847927093506,-8.481826782226562,100,92.865343568459,-4.901956558227539,-7.468142986297607
25,25,25,25,Franck_3_SSP,SSP,The author of the speech about the cities,is,are,0,20.90732599660086,-5.271331310272217,-3.940810680389404,0,40.06689744062901,-5.255128383636475,-4.852449893951416,0,49.59093052938388,-4.195017814636231,-4.178654670715332,0,21.364621938691403,-5.719436168670654,-4.416350841522217,0,40.98428742582841,-4.799065113067627,-4.434450149536133,0,20.58085743319412,-6.104233741760254,-4.7538557052612305,0,26.585599564221486,-6.296566486358643,-5.280816078186035,0,26.179142374073315,-5.482065200805664,-4.44538688659668,0,18.904926773083957,-6.163633346557617,-4.707433700561523,0,34.222044966033195,-5.4756550788879395,-4.822240352630615
26,26,26,26,Franck_3_SPS,SPS,The author of the speeches about the city,is,are,100,89.17854167571484,-4.124266624450684,-6.2333760261535645,100,88.52341539684167,-4.523691177368164,-6.566649436950684,100,92.02737187967313,-3.959373235702514,-6.405445098876953,100,92.8994867529736,-5.270542144775391,-7.841893196105957,100,97.7438555346757,-4.065862655639648,-7.834555625915527,100,90.43088482718856,-4.554333686828613,-6.800378799438477,100,89.34464398547412,-6.5375847816467285,-8.664023399353027,100,92.69026363920091,-5.091783046722412,-7.631839275360107,100,93.9714838957783,-5.793025016784668,-8.539515495300293,100,87.98633272184827,-5.704904079437256,-7.696040630340576
27,27,27,27,Franck_3_SPP,SPP,The author of the speeches about the cities,is,are,0,20.58554979957983,-4.910489082336426,-3.5603981018066406,0,45.20804369458571,-4.937991142272949,-4.745722770690918,100,60.14015403788145,-3.738551139831543,-4.149859428405762,0,16.74740765867209,-6.037734031677246,-4.434098243713379,100,50.983993306834805,-4.66477108001709,-4.704135894775391,0,30.30322198340577,-5.901848793029785,-5.068948745727539,0,32.442745960796984,-6.970486164093018,-6.236987590789795,0,25.461936001480172,-5.655747890472412,-4.58162260055542,0,25.181674089751727,-5.960737705230713,-4.871791362762451,0,44.93573562896292,-5.7228288650512695,-5.519561290740967
28,28,28,28,Franck_3_PSS,PSS,The authors of the speech about the city,are,is,0,19.20968717835442,-7.085679054260254,-5.649236679077148,0,19.781738264766904,-6.599225044250488,-5.199233055114746,0,41.42586280471968,-5.238559246063232,-4.892171382904053,0,12.119130757283637,-7.913990497589111,-5.932793617248535,0,8.097059008819137,-7.35487174987793,-4.925639629364014,0,11.555444096034947,-6.835532188415527,-4.8003129959106445,0,13.493324478841085,-7.102084159851074,-5.244057655334473,0,2.2143417894888153,-9.520262718200684,-5.732439994812012,0,3.5515867655951787,-9.892292976379395,-6.590679168701172,0,25.25341492236899,-6.440556526184082,-5.355414390563965
29,29,29,29,Franck_3_PSP,PSP,The authors of the speech about the cities,are,is,100,89.71289919094494,-4.376105308532715,-6.541829109191895,100,67.24817952506636,-4.549776077270508,-5.26920747756958,100,86.12297634935173,-3.5552728176116943,-5.380814552307129,100,91.48966112434704,-4.191208362579346,-6.566152572631836,100,88.92025779975599,-3.67614221572876,-5.758763790130615,100,83.15431270287684,-4.564470291137695,-6.161073684692383,100,84.79425526913099,-4.430078029632568,-6.148632526397705,100,57.31882947644815,-5.741891860961914,-6.0367631912231445,100,83.74069936613846,-5.011486530303955,-6.650546550750732,100,85.32667724473278,-3.8530030250549316,-5.61345911026001
30,30,30,30,Franck_3_PPS,PPS,The authors of the speeches about the city,are,is,0,31.89950988624376,-6.446791172027588,-5.688397407531738,0,22.8489788600222,-6.8413987159729,-5.624540328979492,0,40.66521000377312,-5.325523853302002,-4.94770097732544,0,13.895928903164146,-7.617691516876221,-5.793730735778809,0,11.15083647474962,-6.979552268981934,-4.9041266441345215,0,11.919936746409801,-6.800037860870361,-4.800004005432129,0,23.917958127714524,-7.0853447914123535,-5.928162097930908,0,4.17993696752165,-9.424846649169922,-6.292670726776123,0,4.2556588667440645,-10.073442459106445,-6.960010528564453,0,29.2416392853159,-7.192962169647217,-6.3092851638793945
31,31,31,31,Franck_3_PPP,PPP,The authors of the speeches about the cities,are,is,100,90.4657033599681,-4.010892868041992,-6.260968208312988,100,78.01830075498553,-4.211292266845703,-5.478025436401367,100,86.17185971925045,-3.313127994537353,-5.142765998840332,100,91.98875540921534,-3.904391288757324,-6.345211505889893,100,77.92860823753584,-3.955664157867432,-5.217175006866455,100,79.47495357190034,-4.825850486755371,-6.1796464920043945,100,86.53902538766948,-5.097682952880859,-6.958483695983887,100,65.00252414640342,-5.5587897300720215,-6.1779398918151855,100,81.25488319065201,-4.856830596923828,-6.323488235473633,100,76.90202751476531,-4.615474700927734,-5.818262100219727
32,32,32,32,Franck_4_SSS,SSS,The computer with the program for the experiment,is,are,100,80.33328019875417,-5.20596981048584,-6.613225936889648,0,46.94406884576408,-4.668997287750244,-4.546607494354248,100,78.54398355715821,-4.579900741577148,-5.877554416656494,100,67.93958122859374,-5.321485996246338,-6.072482585906982,100,89.67871749476033,-4.655374526977539,-6.817399978637695,0,45.310551681541305,-5.376168727874756,-5.188037872314453,100,56.05214260336474,-5.098562717437744,-5.341841220855713,100,69.84832243413094,-5.347682476043701,-6.18776798248291,100,53.386834609688826,-5.655850410461426,-5.791531562805176,100,64.38136300524069,-5.341633319854736,-5.93358850479126
33,33,33,33,Franck_4_SSP,SSP,The computer with the program for the experiments,is,are,0,35.15429951134103,-6.064316749572754,-5.452053070068359,0,26.742180469168225,-5.464808464050293,-4.457065582275391,0,36.546088125559486,-5.805047035217285,-5.253307342529297,0,36.82570325922111,-5.938582897186279,-5.398881435394287,0,39.643218469100766,-5.872486114501953,-5.452132701873779,0,7.9692998806133755,-6.956557273864746,-4.510031700134277,0,19.097939732816734,-6.482136249542236,-5.038477420806885,0,47.48896783550921,-5.924773693084717,-5.82424783706665,0,18.08340540080973,-6.130577564239502,-4.619870662689209,0,46.35884363632134,-5.962443828582764,-5.816539287567139
34,34,34,34,Franck_4_SPS,SPS,The computer with the programs for the experiment,is,are,100,70.85057340120608,-5.470020771026611,-6.358158588409424,0,44.78045646626442,-4.904226779937744,-4.694681644439697,100,65.99746619820674,-4.040657043457031,-4.703838348388672,0,43.85696166551299,-5.806273460388184,-5.559304237365723,100,82.31110581273803,-4.703671932220459,-6.241240978240967,0,33.60084153675095,-5.918715000152588,-5.237581729888916,0,49.131647643928424,-4.828938961029053,-4.794201374053955,100,56.793239847665845,-5.543070316314697,-5.816490650177002,0,42.373814623749105,-5.563838481903076,-5.256392002105713,100,51.114922693492574,-5.23298454284668,-5.277588844299316
35,35,35,35,Franck_4_SPP,SPP,The computer with the programs for the experiments,is,are,0,36.98939190512148,-5.881750583648682,-5.34907865524292,0,26.607131623324182,-5.632297515869141,-4.617650032043457,0,35.9146593713976,-4.84786319732666,-4.268793106079102,0,22.307990133091383,-6.479109764099121,-5.231302261352539,0,35.48052045644716,-5.928024291992188,-5.33004093170166,0,5.1904661457159715,-7.408661365509033,-4.503614902496338,0,13.023010303640461,-6.498990058898926,-4.600064277648926,0,30.941248588104305,-5.93001651763916,-5.1271491050720215,0,13.810280160371857,-6.19818115234375,-4.367043495178223,0,30.715492586251802,-5.9597039222717285,-5.146249771118164
36,36,36,36,Franck_4_PSS,PSS,The computers with the program for the experiment,are,is,0,22.114759326299616,-6.481694221496582,-5.222702980041504,100,72.03340703356538,-3.5259714126586914,-4.472090721130371,0,39.18044714497132,-4.482991218566895,-4.043257713317871,0,45.82274794439798,-5.609117031097412,-5.441636562347412,0,17.59439450956945,-6.033287048339844,-4.489213943481445,100,64.87439193486266,-4.237768173217773,-4.851290702819824,100,53.38806869581043,-5.137882232666016,-5.273612976074219,0,39.21504072294872,-5.513884544372559,-5.0756025314331055,0,45.19559474367521,-5.030596733093262,-4.837825775146484,0,47.89929148394022,-5.157439708709717,-5.073361873626709
37,37,37,37,Franck_4_PSP,PSP,The computers with the program for the experiments,are,is,100,67.67204689979366,-5.356358528137207,-6.095099449157715,100,84.61774405935017,-3.550822257995605,-5.255751609802246,100,75.99349244477051,-3.908267974853516,-5.060590744018555,100,73.24596338239967,-5.008886337280273,-6.016024112701416,100,66.76944631003317,-4.736638069152832,-5.434413909912109,100,94.94521996168388,-3.5625710487365723,-6.495536804199219,100,85.79971607731125,-4.830378532409668,-6.629132270812988,100,63.597156869041136,-5.035272598266602,-5.593194484710693,100,83.7074956709694,-3.9087953567504883,-5.545418739318848,100,68.43437558601289,-4.894617557525635,-5.668424129486084
38,38,38,38,Franck_4_PPS,PPS,The computers with the programs for the experiment,are,is,0,34.21414527367637,-5.9896559715271,-5.335890293121338,100,73.85088803988292,-3.712341785430908,-4.750574588775635,100,59.98345113319821,-3.516135931015014,-3.9209115505218506,100,64.71104485263783,-5.099638938903809,-5.706000804901123,0,29.417556515953613,-4.828023910522461,-3.952834129333496,100,72.8463926534529,-4.553018569946289,-5.539861679077148,100,62.30393944442502,-4.693803787231445,-5.196272850036621,100,57.72891872430785,-4.778857231140137,-5.090512275695801,100,56.151045526427446,-4.759937763214111,-5.007232189178467,100,67.68794286082966,-4.26723051071167,-5.006698131561279
