,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,item,condition,sentence,target,alternative,lstmaugment 0 correct (max),lstmaugment 0 correct (sample),lstmaugment 0 target score,lstmaugment 0 alternative score,lstmaugment 1 correct (max),lstmaugment 1 correct (sample),lstmaugment 1 target score,lstmaugment 1 alternative score,lstmaugment 2 correct (max),lstmaugment 2 correct (sample),lstmaugment 2 target score,lstmaugment 2 alternative score,lstmaugment 3 correct (max),lstmaugment 3 correct (sample),lstmaugment 3 target score,lstmaugment 3 alternative score,lstmaugment 4 correct (max),lstmaugment 4 correct (sample),lstmaugment 4 target score,lstmaugment 4 alternative score,lstmlmaug 0 correct (max),lstmlmaug 0 correct (sample),lstmlmaug 0 target score,lstmlmaug 0 alternative score,lstmlmaug 1 correct (max),lstmlmaug 1 correct (sample),lstmlmaug 1 target score,lstmlmaug 1 alternative score,lstmlmaug 2 correct (max),lstmlmaug 2 correct (sample),lstmlmaug 2 target score,lstmlmaug 2 alternative score,lstmlmaug 3 correct (max),lstmlmaug 3 correct (sample),lstmlmaug 3 target score,lstmlmaug 3 alternative score,lstmlmaug 4 correct (max),lstmlmaug 4 correct (sample),lstmlmaug 4 target score,lstmlmaug 4 alternative score,lstmwiki_lm 0 correct (max),lstmwiki_lm 0 correct (sample),lstmwiki_lm 0 target score,lstmwiki_lm 0 alternative score,lstmwiki_lm 1 correct (max),lstmwiki_lm 1 correct (sample),lstmwiki_lm 1 target score,lstmwiki_lm 1 alternative score,lstmwiki_lm 2 correct (max),lstmwiki_lm 2 correct (sample),lstmwiki_lm 2 target score,lstmwiki_lm 2 alternative score,lstmwiki_lm 3 correct (max),lstmwiki_lm 3 correct (sample),lstmwiki_lm 3 target score,lstmwiki_lm 3 alternative score,lstmwiki_lm 4 correct (max),lstmwiki_lm 4 correct (sample),lstmwiki_lm 4 target score,lstmwiki_lm 4 alternative score,gpt2 correct (max),gpt2 correct (sample),gpt2 target score,gpt2 alternative score,lstmaugment_tied 0 correct (max),lstmaugment_tied 0 correct (sample),lstmaugment_tied 0 target score,lstmaugment_tied 0 alternative score,lstmaugment_tied 1 correct (max),lstmaugment_tied 1 correct (sample),lstmaugment_tied 1 target score,lstmaugment_tied 1 alternative score,lstmaugment_tied 2 correct (max),lstmaugment_tied 2 correct (sample),lstmaugment_tied 2 target score,lstmaugment_tied 2 alternative score,lstmaugment_tied 3 correct (max),lstmaugment_tied 3 correct (sample),lstmaugment_tied 3 target score,lstmaugment_tied 3 alternative score
69,69,69,69,69,69,69,69,69,69,69,69,Franck_8_PSP,PSP,The gifts for the daughter of the visitors,are,is,100,92.57197237347748,-5.247593879699707,-7.770319938659668,100,91.30086298600712,-6.948465824127197,-9.299402236938477,100,96.02186765322936,-3.3920130729675293,-6.57577657699585,100,87.22561221452307,-5.744446754455566,-7.665502548217773,100,89.26491436942028,-5.6046905517578125,-7.722781658172607,100,67.10492511783156,-7.648856163024902,-8.361790657043457,100,89.92870341826286,-6.041835308074951,-8.231163024902344,100,79.34996309144631,-6.875631809234619,-8.221782684326172,100,86.98825773892098,-6.741533756256104,-8.641454696655273,100,75.16994246661501,-7.61406135559082,-8.721757888793945,100,81.43228926675371,-6.099849700927734,-7.578197479248047,100,82.40229365438213,-6.851215839385986,-8.395060539245605,100,80.42078513277951,-7.51389741897583,-8.926701545715332,100,83.26987763139049,-6.334057331085205,-7.938933372497559,100,84.52153920707394,-6.922271251678467,-8.619828224182129,100,91.01905674903034,-2.108567953109741,-4.424531936645508,100,83.19232485118457,-4.731632709503174,-6.330952167510986,100,94.7678544439428,-5.823770999908447,-8.720379829406738,100,84.05534259690133,-4.847846508026123,-6.51019811630249,100,87.53853588761575,-5.886183738708496,-7.835621833801269
70,70,70,70,70,70,70,70,70,70,70,70,Franck_8_PPS,PPS,The gifts for the daughters of the visitor,are,is,100,55.44393669995839,-6.240297794342041,-6.458921909332275,0,39.920329443927976,-6.789226531982422,-6.380440711975098,100,60.33289906563638,-4.179084777832031,-4.598440170288086,100,65.12623829254568,-5.131584167480469,-5.756176948547363,100,71.46624668105997,-5.024023532867432,-5.942161083221436,100,70.04513778697604,-5.878647804260254,-6.728096008300781,100,54.95841964510279,-6.792466640472412,-6.991457462310791,100,61.19181705065838,-5.893450736999512,-6.348833084106445,100,56.44232353936256,-6.299222946166992,-6.558356285095215,0,42.99252856884366,-6.717572212219238,-6.435416221618652,100,73.69792563102575,-6.128320693969727,-7.158647537231445,0,43.30402049903695,-6.760584831237793,-6.491127014160156,100,83.43260289690002,-6.893194675445557,-8.509797096252441,100,69.05360578898905,-5.70238208770752,-6.505008697509766,100,68.2585408869445,-7.464358806610107,-8.230037689208984,100,97.3763609654371,-1.7758609056472778,-5.3898820877075195,100,90.13595106295224,-4.550430774688721,-6.762853145599365,100,76.24637947586793,-6.249750137329102,-7.415985107421875,100,66.82714555478279,-4.834635257720947,-5.535012722015381,0,45.5846701853837,-5.914163589477539,-5.737089157104492
71,71,71,71,71,71,71,71,71,71,71,71,Franck_8_PPP,PPP,The gifts for the daughters of the visitors,are,is,100,97.5772783310746,-5.050087928771973,-8.745841026306152,100,95.84673999369016,-6.096873283386231,-9.235730171203612,100,91.6416929607482,-4.732043266296387,-7.126673698425293,100,86.0015099374188,-5.5175886154174805,-7.333003997802734,100,87.5227612283058,-5.081951141357422,-7.029943943023682,100,77.61711187482511,-5.707126617431641,-6.950617790222168,100,92.28884276182882,-5.5091094970703125,-7.991364479064941,100,78.66910071926367,-6.335456371307373,-7.640550136566162,100,76.25530807786012,-6.514959812164307,-7.681687831878662,100,87.25507130307251,-6.568490982055664,-8.492193222045898,100,89.87480791122977,-5.556021213531494,-7.739412307739258,100,82.13372039554815,-5.939208030700684,-7.464641571044922,100,78.86124326449078,-8.309922218322754,-9.626503944396973,100,92.78371112100308,-5.516824722290039,-8.070755004882812,100,90.51820977080337,-6.692325592041016,-8.948503494262695,100,96.71300828314106,-1.909630537033081,-5.29140567779541,100,89.60276046843474,-4.92558479309082,-7.07943058013916,100,93.88742094681112,-5.748800277709961,-8.480547904968262,100,83.36212274661358,-4.494724273681641,-6.106236457824707,100,85.81383937873957,-5.101208686828613,-6.901122093200684
72,72,72,72,72,72,72,72,72,72,72,72,Franck_9_SSS,SSS,The helicopter for the flight over the canyon,is,are,100,87.02741258533551,-6.030699729919434,-7.934084415435791,100,97.13978108877306,-4.478024005889893,-8.003276824951172,100,98.86019676041516,-3.191963195800781,-7.65481424331665,100,92.8620255459129,-6.090999126434326,-8.656684875488281,100,90.2073349750882,-5.299388408660889,-7.5198655128479,100,91.7040139467628,-7.807320117950439,-10.21011447906494,100,77.44418979367912,-6.925800800323486,-8.1593656539917,100,80.21344129078234,-7.202364444732666,-8.602052688598633,100,87.43560786348222,-6.595643997192383,-8.535679817199707,100,95.54384935251336,-5.264472961425781,-8.32977294921875,100,87.45987306500062,-5.208022117614746,-7.1502685546875,100,77.30865688211426,-6.285480976104736,-7.511303424835205,100,92.14352533821616,-7.229141235351562,-9.691150665283203,100,90.9019597448773,-5.779210090637207,-8.0809326171875,100,83.01065216344796,-7.0417304039001465,-8.62811279296875,100,99.11046137886082,-2.561981201171875,-7.2752685546875,100,94.68863887097784,-5.116637706756592,-7.9973835945129395,100,69.57972663743129,-5.192395210266113,-6.019759178161621,100,88.46492307851926,-3.903393507003784,-5.940607070922852,100,92.59869667810057,-3.949014186859131,-6.475633144378662
73,73,73,73,73,73,73,73,73,73,73,73,Franck_9_SSP,SSP,The helicopter for the flight over the canyons,is,are,100,51.059349770890094,-6.792292594909668,-6.834672927856445,100,68.9182853955678,-5.168923854827881,-5.965225696563721,100,58.89528530766399,-4.317110538482666,-4.676748752593994,100,63.04122126265824,-6.777669906616211,-7.311655521392822,0,36.10883711527328,-6.031697750091553,-5.46105432510376,100,71.73428533669424,-7.813408851623535,-8.744728088378906,0,30.07439744997437,-8.372568130493164,-7.528810501098633,0,46.82304280485014,-6.989261627197266,-6.862011909484863,100,58.81052878955185,-8.18229866027832,-8.538436889648438,100,65.9241715942994,-6.424592018127441,-7.084508895874023,0,48.98638309051095,-5.903936862945557,-5.863386631011963,0,44.94957582020751,-7.006948471069336,-6.8042402267456055,100,57.22815231143103,-7.9378790855407715,-8.229044914245605,0,27.48277978803065,-7.731574058532715,-6.761309623718262,0,21.43364506923237,-8.745734214782715,-7.446752548217773,100,97.78017469123992,-2.6665050983428955,-6.451798439025879,100,52.00209800219816,-6.013350963592529,-6.093477725982666,100,60.57414232259607,-5.998068332672119,-6.427514553070068,100,64.85204830884499,-4.6098222732543945,-5.22236442565918,100,66.08297603487594,-4.642162322998047,-5.30915641784668
74,74,74,74,74,74,74,74,74,74,74,74,Franck_9_SPS,SPS,The helicopter for the flights over the canyon,is,are,100,78.36449073988224,-5.185568332672119,-6.47260332107544,100,62.83622003173201,-5.4065117835998535,-5.931708812713623,100,84.27254835570572,-4.334739685058594,-6.013388156890869,100,78.15798164170121,-7.577145576477051,-8.852042198181152,100,86.10529769905274,-5.151355743408203,-6.975419044494629,100,60.46415148885467,-7.308576583862305,-7.733419418334961,100,54.35303685671972,-6.914639949798584,-7.089203357696533,0,48.65912170900378,-7.792210102081299,-7.738562107086182,100,73.30060094878155,-6.845976829528809,-7.855904579162598,100,85.43208117286191,-5.872964382171631,-7.64186429977417,100,72.70435933598714,-5.167605876922607,-6.147280216217041,100,54.35904672461479,-6.604937553405762,-6.779743194580078,100,51.14394725828389,-8.142924308776855,-8.188690185546875,100,86.34461548580376,-5.742964744567871,-7.587177276611328,100,68.18130576536551,-7.198874473571777,-7.960990905761719,100,85.64853191188732,-2.6182351112365723,-4.404634952545166,100,94.8148344806936,-4.868585109710693,-7.774709224700928,100,57.81114107482236,-4.915663719177246,-5.23068904876709,100,79.95205588240171,-3.717053651809693,-5.100354194641113,100,75.8609818426601,-4.883959293365479,-6.029032230377197
75,75,75,75,75,75,75,75,75,75,75,75,Franck_9_SPP,SPP,The helicopter for the flights over the canyons,is,are,0,31.330752367196645,-5.672616004943848,-4.887914657592773,0,31.622057146003936,-6.105751514434815,-5.3345561027526855,0,25.371814663762564,-5.274907112121582,-4.196027755737305,0,46.86718835573586,-7.726794242858887,-7.601317405700684,0,35.89266863497255,-6.10773515701294,-5.527709484100342,0,30.11466415951977,-7.305932998657227,-6.464089393615723,0,14.746745679190145,-8.653402328491211,-6.89879846572876,0,30.37719387342807,-7.299685001373291,-6.470284938812256,0,48.67115326566383,-8.391618728637695,-8.338452339172363,0,49.47256614208857,-7.164255142211914,-7.143157005310059,0,39.19085589773824,-5.887065887451172,-5.447769165039063,0,32.303526740061024,-7.434364318847656,-6.694506645202637,0,44.84213150319687,-8.471446990966797,-8.264395713806152,0,26.10979292072717,-7.706067085266113,-6.665797233581543,0,19.45199537421406,-8.809138298034668,-7.388234615325928,100,94.51891051135227,-2.5824360847473145,-5.429932117462158,0,47.50340355265417,-5.531768321990967,-5.431821346282959,100,66.61781011160397,-5.396195888519287,-6.0871453285217285,100,57.29647686645956,-4.487173557281494,-4.781131267547607,0,47.96248320730875,-5.476888656616211,-5.395342826843262
76,76,76,76,76,76,76,76,76,76,76,76,Franck_9_PSS,PSS,The helicopters for the flight over the canyon,are,is,0,42.71257702237692,-6.714143753051758,-6.42055606842041,0,16.490483699089296,-6.304930210113525,-4.682753086090088,100,65.27238583137664,-3.604344367980957,-4.235378265380859,0,18.76648624553129,-7.088626384735107,-5.623371124267578,100,61.15011515783767,-5.329782009124756,-5.7834086418151855,0,38.58171568000189,-8.35240650177002,-7.887477397918701,100,54.38657455369499,-7.600604057312012,-7.776519298553467,100,53.67141589456712,-7.001767158508301,-7.14888858795166,0,28.67052804557834,-7.814637184143066,-6.903197288513184,0,21.2513744882249,-6.494668006896973,-5.184828758239746,100,62.553506189158185,-5.961337089538574,-6.474446296691895,0,42.17167074408941,-7.26622200012207,-6.950491905212402,0,27.623469941986333,-8.608275413513184,-7.645059108734131,0,27.169229623791267,-6.979071617126465,-5.99301815032959,0,42.719601123021775,-7.682430267333984,-7.389129638671875,100,97.56110617638531,-2.438631534576416,-6.127565860748291,0,34.341376264977775,-5.726568222045898,-5.078450202941895,0,49.97751712950601,-5.488994598388672,-5.488095283508301,100,53.900407391682336,-4.346062183380127,-4.502396106719971,100,80.48260092417281,-3.208698272705078,-4.625432968139648
77,77,77,77,77,77,77,77,77,77,77,77,Franck_9_PSP,PSP,The helicopters for the flight over the canyons,are,is,100,77.73647330684094,-6.15461540222168,-7.404990196228027,100,57.01219282640862,-5.240291118621826,-5.522639751434326,100,88.7302093191608,-2.9639601707458496,-5.027434825897217,0,43.05988071865679,-6.369712829589844,-6.090304374694824,100,91.38625812202548,-4.146525859832764,-6.5082621574401855,100,66.96937935527711,-7.259945869445801,-7.9667463302612305,100,90.45246822870286,-7.3496246337890625,-9.598166465759276,100,70.67868687312242,-5.9790215492248535,-6.858850955963135,100,61.24568131581479,-8.158397674560547,-8.616048812866211,0,48.88052578514529,-6.413301467895508,-6.3685150146484375,100,84.2663601213891,-5.31394100189209,-6.992122650146484,100,74.10226359124819,-6.6749420166015625,-7.726232528686523,100,67.14446896598893,-7.77591609954834,-8.490642547607422,100,85.17310977683358,-6.134283542633057,-7.882526874542236,100,88.75165806167468,-7.0326032638549805,-9.098224639892578,100,93.06077026929997,-2.5401723384857178,-5.136234283447266,100,75.40488351811535,-4.892252445220947,-6.012576580047607,100,61.748109879775306,-6.057398319244385,-6.536268711090088,100,59.05403238425178,-4.565402030944824,-4.931601524353027,100,84.10331673428338,-3.687660217285156,-5.353595733642578
78,78,78,78,78,78,78,78,78,78,78,78,Franck_9_PPS,PPS,The helicopters for the flights over the canyon,are,is,0,30.52433007716939,-6.4149932861328125,-5.592540740966797,100,70.94671346581836,-4.663252830505371,-5.5560503005981445,100,78.44867764708256,-4.239535331726074,-5.531542778015137,0,28.798091710252866,-7.917544364929199,-7.012333869934082,100,61.53942027484736,-4.720344066619873,-5.190388202667236,100,64.0231332144552,-6.6707377433776855,-7.247106075286865,100,78.3959312178932,-6.553915977478027,-7.842806339263916,100,74.49947446342073,-6.663437366485596,-7.735530376434326,0,48.856958258454725,-7.118649959564209,-7.072920322418213,0,36.36486524463321,-6.444228172302246,-5.884665489196777,100,77.56136047796794,-5.168548583984375,-6.4088335037231445,100,64.67084321949986,-6.680491924285889,-7.285093784332275,100,79.05644275566945,-7.298022270202637,-8.62635326385498,0,30.06669670450005,-6.650166988372803,-5.806043148040772,100,59.85819347091924,-7.028623580932617,-7.428183555603027,100,98.84218624473989,-2.2444024085998535,-6.6913933753967285,0,27.49042105605043,-5.6074628829956055,-4.637581825256348,100,63.818393765325965,-4.765449047088623,-5.332939624786377,100,64.20069288795028,-3.698288917541504,-4.282374382019043,100,87.79917882771575,-3.015291213989258,-4.988840103149414
79,79,79,79,79,79,79,79,79,79,79,79,Franck_9_PPP,PPP,The helicopters for the flights over the canyons,are,is,100,83.90483137074499,-4.939678192138672,-6.590842247009277,100,85.18903625533919,-4.7462921142578125,-6.495797157287598,100,93.46119093484172,-3.728519201278688,-6.388310432434082,100,58.31083089885727,-6.8753981590271,-7.210944652557373,100,81.0499708962562,-4.528843879699707,-5.982104301452637,100,81.89963591895213,-5.711461067199707,-7.221023559570312,100,96.07427597345084,-6.728686332702637,-9.926257133483888,100,81.46383319783557,-5.904000282287598,-7.384435653686523,100,68.02306094865709,-7.930173397064209,-8.685005187988281,100,61.89295732636509,-6.693609714508057,-7.178617000579834,100,90.21470391775652,-4.834073543548584,-7.055385112762451,100,82.48899979325986,-6.667847156524658,-8.217682838439941,100,76.18196303166046,-7.775718688964844,-8.938400268554688,100,84.04641911244781,-6.056647300720215,-7.71833324432373,100,89.63733296141136,-6.819239616394043,-8.976801872253418,100,97.37210935984793,-2.359478712081909,-5.971837043762207,100,77.11732166509965,-4.456035137176514,-5.670982837677002,100,61.31546696137193,-5.491983890533447,-5.952576160430908,100,66.4568162538488,-4.142481803894043,-4.826200485229492,100,91.69169517572476,-3.4822943210601807,-5.88347053527832
80,80,80,80,80,80,80,80,80,80,80,80,Franck_10_SSS,SSS,The lesson about the government of the country,is,are,100,92.79403582365678,-5.131983757019043,-7.687457084655762,100,99.19528361567916,-4.27452564239502,-9.088881492614746,100,98.890325252295,-2.720354080200196,-7.210298538208008,100,95.34345851526068,-4.699502468109131,-7.718715190887451,100,93.27793376208304,-6.4748125076293945,-9.105000495910645,100,94.19532760667936,-6.766456127166748,-9.553163528442385,100,89.12952860721329,-6.594519138336182,-8.698559761047363,100,90.8231613284172,-4.767845630645752,-7.06007719039917,100,92.18945431679909,-5.806634426116943,-8.275005340576172,100,94.7455683293646,-6.326386451721191,-9.218509674072266,100,84.00356081401522,-6.638717651367188,-8.297210693359375,100,82.32626359604608,-6.410901546478272,-7.949512004852295,100,87.5740610365674,-5.841884613037109,-7.794583320617676,100,86.34961850655003,-5.619607448577881,-7.464244365692139,100,84.28556941390731,-6.186187744140625,-7.865818977355957,100,99.40922925408118,-1.3888740539550781,-6.514446258544922,100,98.49081511488475,-3.292752981185913,-7.471146583557129,100,94.76628429592456,-5.316684246063232,-8.212976455688477,100,89.66918905251994,-5.507782459259033,-7.668778896331787,100,96.58472035893335,-3.8042964935302734,-7.146457672119141
81,81,81,81,81,81,81,81,81,81,81,81,Franck_10_SSP,SSP,The lesson about the government of the countries,is,are,0,21.81615977491825,-5.905584335327148,-4.629172325134277,100,89.49951514574924,-5.54027795791626,-7.683089733123779,100,91.43456335033773,-3.1635475158691406,-5.531435966491699,100,58.45173936148701,-5.560234069824219,-5.901579856872559,100,51.20192257007109,-6.743999481201172,-6.792085647583008,100,67.29003861528867,-7.722145080566406,-8.443477630615234,0,38.50824019329749,-7.997796535491943,-7.529765605926514,100,74.6944528205979,-5.361246109008789,-6.443628311157227,100,74.79107709292491,-6.719109058380127,-7.806609630584717,100,54.32085588464069,-7.579032897949219,-7.752299308776855,0,49.315256969593065,-7.346827030181885,-7.319435596466064,100,56.65701402816259,-6.529296398162842,-6.7971673011779785,100,50.29699453102945,-6.019466400146484,-6.031346321105957,0,37.10157749584078,-6.968599319458008,-6.440737724304199,100,53.41963140798338,-6.793577671051025,-6.930576801300049,100,91.21651177853344,-3.3097784519195557,-5.650140762329102,100,79.63119603345318,-4.432244777679443,-5.795646190643311,100,63.4351778979262,-6.063059329986572,-6.6139912605285645,100,63.54984016935876,-5.715926170349121,-6.2718048095703125,100,87.26698704377807,-4.061801433563232,-5.986575603485107
82,82,82,82,82,82,82,82,82,82,82,82,Franck_10_SPS,SPS,The lesson about the governments of the country,is,are,100,77.60992876720911,-5.45524263381958,-6.698320388793945,100,85.68469267786743,-5.55039119720459,-7.339735984802246,100,73.34937943161859,-3.750600814819336,-4.763022422790527,100,84.19657901409794,-5.643853664398193,-7.316781520843506,100,81.31143867679452,-6.402096748352051,-7.872471809387207,100,70.02501394328971,-7.846184253692627,-8.694673538208008,100,51.91768469235616,-7.621891975402832,-7.698637008666992,100,73.03377674465692,-5.797698974609375,-6.794035911560059,100,67.5604101747571,-6.67532205581665,-7.40896463394165,100,75.14805971136637,-6.834464073181152,-7.940988540649414,0,44.74786833025293,-7.906602382659912,-7.695739269256592,100,60.75351563921907,-7.345145225524902,-7.782108306884766,0,25.48567189093871,-7.897170543670654,-6.824295520782471,100,59.89792166338166,-6.342525959014893,-6.743739604949951,0,45.490488146115176,-6.954037666320801,-6.773165702819824,100,89.52339530084043,-1.6358555555343628,-3.7812108993530273,100,84.0017025409814,-4.557554244995117,-6.215909004211426,100,80.40725939909603,-5.809503555297852,-7.22144889831543,100,77.83623531445278,-6.075901985168457,-7.332050323486328,100,89.94356298455669,-4.382868766784668,-6.573838233947754
83,83,83,83,83,83,83,83,83,83,83,83,Franck_10_SPP,SPP,The lesson about the governments of the countries,is,are,0,7.251583506839146,-7.223902702331543,-4.67523193359375,100,79.02492387930884,-5.7140278816223145,-7.040456295013428,0,42.46452061660676,-4.40929126739502,-4.105558395385742,0,45.15088270306266,-6.700723648071289,-6.506147384643555,0,29.901363057027712,-6.954560279846191,-6.102560997009277,0,30.647494853179182,-8.81783676147461,-8.001185417175293,0,11.042304043197683,-9.392955780029297,-7.306528568267822,100,54.65623126822191,-6.214790344238281,-6.401580810546875,100,61.24964250477481,-7.3716044425964355,-7.829422473907471,0,32.66411282072059,-8.183248519897461,-7.459832191467285,0,24.320290763214672,-8.421554565429688,-7.286355495452881,0,37.19431794825594,-7.217868328094482,-6.693978786468506,0,9.541871084363358,-8.337331771850586,-6.088134288787842,0,17.59933132961586,-7.735311031341553,-6.191578388214111,0,26.0888328883734,-8.005096435546875,-6.96373987197876,100,61.29868100273214,-4.0021257400512695,-4.462010383605957,0,45.85973128730542,-5.552616119384766,-5.386625289916992,0,29.03213964304015,-6.988231658935547,-6.09440803527832,100,52.48820118421178,-6.16648006439209,-6.266090393066406,100,75.57348908674692,-4.431198120117188,-5.560634613037109
84,84,84,84,84,84,84,84,84,84,84,84,Franck_10_PSS,PSS,The lessons about the government of the country,are,is,100,52.119652831946205,-5.041823863983154,-5.1266608238220215,0,23.026208402961725,-6.824641227722168,-5.617809295654297,100,53.84324567009746,-4.039426803588867,-4.193460464477539,0,42.83749090110614,-5.916134357452393,-5.627649784088135,100,53.59021186034203,-6.2058305740356445,-6.349686622619629,0,38.42268841000825,-7.517219066619873,-7.045573711395264,100,67.50100211562022,-6.680189609527588,-7.411122798919678,100,57.79523043578519,-6.184848308563232,-6.499221324920654,0,33.84643658419251,-6.806265354156494,-6.136120319366455,0,36.03195517908937,-7.600028038024902,-7.026050567626953,100,91.05982444002954,-6.051401615142822,-8.372363090515137,100,75.85672042494029,-7.258246421813965,-8.40308666229248,100,83.88854564405062,-5.696902275085449,-7.346860885620117,100,69.63214388467736,-5.249346733093262,-6.079188346862793,100,70.8544533204374,-6.183459758758545,-7.0717854499816895,100,96.22851872848146,-1.6039894819259644,-4.843247413635254,0,38.88507572832361,-5.446578025817871,-4.99443244934082,0,48.39813711076207,-5.279784202575684,-5.21568775177002,100,67.2819985959616,-5.798436164855957,-6.519403457641602,100,67.24819002740536,-4.731597900390625,-5.451029777526856
85,85,85,85,85,85,85,85,85,85,85,85,Franck_10_PSP,PSP,The lessons about the government of the countries,are,is,100,96.30250858067676,-3.344990968704224,-6.604830741882324,100,70.80178261844233,-6.244163513183594,-7.129940032958984,100,77.69827772242103,-3.645357847213745,-4.893527030944824,100,85.48171874412196,-4.929394721984863,-6.702288627624512,100,83.84943916062416,-5.09736967086792,-6.7444376945495605,100,57.40642606612094,-7.770706653594971,-8.069159507751465,100,94.45406891658678,-6.310059070587158,-9.145108222961426,100,60.83977665669143,-6.414876937866211,-6.855459213256836,100,53.84597127304166,-6.875941276550293,-7.030084609985352,100,61.95931179185931,-7.696521759033203,-8.184343338012695,100,96.3261005275912,-5.67484712600708,-8.941332817077637,100,78.6267249741684,-6.580470561981201,-7.883040904998779,100,89.41608784236288,-4.971832275390625,-7.10579776763916,100,80.04514306241826,-5.584815979003906,-6.973934173583984,100,88.01831222206842,-5.956236362457275,-7.950401782989502,100,79.64681478294747,-3.7239022254943848,-5.088266849517822,100,74.75175119223523,-4.561994552612305,-5.647410392761231,100,81.17032798373114,-4.9846038818359375,-6.4457197189331055,100,72.87334103176183,-5.320760726928711,-6.308966636657715,100,85.18750802315701,-4.11639928817749,-5.865783214569092
86,86,86,86,86,86,86,86,86,86,86,86,Franck_10_PPS,PPS,The lessons about the governments of the country,are,is,100,64.26234852358573,-5.215762138366699,-5.8025312423706055,100,60.51156063877874,-6.528094291687012,-6.954920768737793,100,65.44501551037581,-4.328674793243408,-4.9673333168029785,0,43.89960945073711,-6.10381555557251,-5.858578205108643,0,46.499125064383854,-6.610419273376465,-6.470154762268066,0,42.77365682719083,-8.339277267456055,-8.048185348510742,100,82.73716429951655,-6.593486785888672,-8.160599708557129,100,63.02458811151633,-6.829319477081299,-7.36259126663208,100,51.26685202606775,-6.446680068969727,-6.4973649978637695,0,42.26398342368593,-7.487913608551025,-7.175967693328857,100,88.28932344813543,-6.39777135848999,-8.417889595031738,100,71.53181662240064,-7.78065013885498,-8.702005386352539,100,91.97035076125748,-6.108788013458252,-8.547113418579102,100,71.33052511301742,-5.490725517272949,-6.402216911315918,100,87.34146642547512,-5.889469623565674,-7.820963382720947,100,96.44480210280965,-1.8024452924728394,-5.103005409240723,100,77.44711330332179,-4.982357025146484,-6.216089248657227,0,38.36040930761161,-5.673881530761719,-5.199603080749512,100,61.04453044671487,-6.1027374267578125,-6.551921844482422,100,71.82177988202997,-5.099679470062256,-6.035317897796631
87,87,87,87,87,87,87,87,87,87,87,87,Franck_10_PPP,PPP,The lessons about the governments of the countries,are,is,100,98.41308038922324,-3.9531540870666495,-8.080533027648926,100,65.99230831339526,-6.60872220993042,-7.271673679351807,100,84.32522600891635,-3.94025444984436,-5.622882843017578,100,72.33272187507403,-5.976410865783691,-6.937437057495117,100,86.18486062631018,-5.433150291442871,-7.263879776000977,100,77.92994506360935,-7.760353565216064,-9.021942138671877,100,96.48988979064949,-6.602978229522705,-9.91676902770996,100,70.4949430980957,-6.62218189239502,-7.493161201477051,100,54.31688033723816,-7.049769878387451,-7.222876071929932,100,73.89262645399435,-7.6268792152404785,-8.667274475097656,100,93.90579830715797,-6.158196926116943,-8.89315128326416,100,78.57777906877726,-6.70988130569458,-8.009541511535645,100,95.18028692797608,-5.6401238441467285,-8.62318229675293,100,87.7251759997794,-5.60805082321167,-7.574709415435791,100,94.7720094039757,-6.299159526824951,-9.196606636047363,100,91.63140197431093,-3.549015522003174,-5.94230318069458,100,92.4869069227414,-4.959688186645508,-7.470108032226562,100,83.91222255232157,-5.161736488342285,-6.813447952270508,100,73.99209967370174,-5.648831844329834,-6.694389820098877,100,88.00079101501466,-4.030754089355469,-6.023259162902832
88,88,88,88,88,88,88,88,88,88,88,88,Franck_11_SSS,SSS,The letter from the friend of my cousin,is,are,100,96.79605726248958,-5.292728424072266,-8.700952529907227,100,96.54146431730386,-5.47145938873291,-8.800586700439453,100,97.55854181963934,-4.34283971786499,-8.030696868896484,100,97.91226570291164,-5.268648624420166,-9.1166410446167,100,97.78820601847796,-5.769029140472412,-9.558029174804688,100,95.90663919819836,-6.762811660766602,-9.916820526123049,100,92.76528684508304,-6.168532371520996,-8.719714164733887,100,96.8336086696643,-6.633879661560059,-10.054281234741213,100,89.26785668938363,-6.946375370025635,-9.064773559570312,100,93.21265982504656,-6.288572311401367,-8.90839672088623,100,96.91564476051376,-4.3056182861328125,-7.753116607666016,100,89.5168807823331,-6.192450523376465,-8.337111473083496,100,89.80822012834768,-7.391151428222656,-9.567246437072754,100,88.97244648261501,-5.390974521636963,-7.478904247283935,100,95.50305067920333,-5.817554950714111,-8.873313903808594,100,99.52701506449908,-3.86132550239563,-9.21044635772705,100,95.0687787398902,-5.127621650695801,-8.08663558959961,100,95.0086788278262,-5.664893627166748,-8.611161231994629,100,96.03652086073484,-5.93472146987915,-9.12232780456543,100,96.4686100078115,-4.775635242462158,-8.083161354064941
