,Unnamed: 0,item,condition,sentence,target,alternative,lstmccgjoint 0 correct (max),lstmccgjoint 0 correct (sample),lstmccgjoint 0 target score,lstmccgjoint 0 alternative score,lstmccgjoint 1 correct (max),lstmccgjoint 1 correct (sample),lstmccgjoint 1 target score,lstmccgjoint 1 alternative score,lstmccgjoint 2 correct (max),lstmccgjoint 2 correct (sample),lstmccgjoint 2 target score,lstmccgjoint 2 alternative score,lstmccgjoint 3 correct (max),lstmccgjoint 3 correct (sample),lstmccgjoint 3 target score,lstmccgjoint 3 alternative score,lstmccgjoint 4 correct (max),lstmccgjoint 4 correct (sample),lstmccgjoint 4 target score,lstmccgjoint 4 alternative score,lstmccglm 0 correct (max),lstmccglm 0 correct (sample),lstmccglm 0 target score,lstmccglm 0 alternative score,lstmccglm 1 correct (max),lstmccglm 1 correct (sample),lstmccglm 1 target score,lstmccglm 1 alternative score,lstmccglm 2 correct (max),lstmccglm 2 correct (sample),lstmccglm 2 target score,lstmccglm 2 alternative score,lstmccglm 3 correct (max),lstmccglm 3 correct (sample),lstmccglm 3 target score,lstmccglm 3 alternative score,lstmccglm 4 correct (max),lstmccglm 4 correct (sample),lstmccglm 4 target score,lstmccglm 4 alternative score
10,10,HaskellMacDonald_5_SP,SP,I !can't tell whether the doctor or the professionals,are,is,100,97.18636287426588,-1.597456932067871,-5.139609336853027,100,86.61557314324789,-2.6416139602661133,-4.509001731872559,100,93.4735037437902,-2.1085445880889893,-4.770352363586426,100,92.20366645752632,-1.6900759935379028,-4.160422325134277,100,93.79901752211372,-1.9948875904083248,-4.711334228515625,100,96.20052934634624,-1.2802352905273438,-4.511808395385742,100,80.32235431437552,-2.531266212463379,-3.937830924987793,100,80.14281936274729,-2.4319100379943848,-3.8271546363830566,100,97.85187193202903,-1.8166128396987915,-5.635470867156982,100,98.8949593508747,-1.0855042934417725,-5.579680442810059
11,11,HaskellMacDonald_5_PS,PS,I !can't tell whether the doctors or the professional,are,is,100,58.59625802758476,-3.929009437561035,-4.276309013366699,100,75.37711358343519,-4.091453552246094,-5.210280895233154,100,54.73012789973851,-5.255100250244141,-5.444872856140137,100,87.41307587635207,-2.813375473022461,-4.751361846923828,100,92.7913012326867,-2.3900506496429443,-4.945115089416504,100,78.982021309707,-2.5645015239715576,-3.888343572616577,100,87.30316611376695,-2.5099666118621826,-4.438000679016113,100,53.875975082937885,-3.5584945678710938,-3.7138452529907227,100,89.9285889719321,-2.7663629055023193,-4.9556779861450195,100,73.91938168685365,-3.544794797897339,-4.586577415466309
12,12,HaskellMacDonald_6_SP,SP,Do the !directions say if the store or the restaurants,are,is,100,93.8905514843531,-1.231343150138855,-3.9636363983154297,100,84.61837711869855,-2.059279203414917,-3.7642571926116943,100,76.1330434370694,-1.7943575382232666,-2.9543449878692627,100,94.27920375793626,-1.337240219116211,-4.139392852783203,100,90.19544055383592,-1.6486622095108032,-3.867793560028076,100,83.08837531212463,-1.02861750125885,-2.620521068572998,100,83.77881293879668,-1.3724501132965088,-3.0143120288848877,100,69.93680736412128,-1.7911255359649658,-2.635416030883789,100,82.9871376710371,-1.436261534690857,-3.02097749710083,100,88.44931144519218,-1.1107685565948486,-3.1464531421661377
13,13,HaskellMacDonald_6_PS,PS,Do the !directions say if the stores or the restaurant,are,is,100,59.764457959622966,-2.254786729812622,-2.650447130203247,0,35.75970975487767,-3.250883817672729,-2.6650750637054443,0,33.70309087197883,-3.5136828422546387,-2.8371291160583496,100,83.04956010151588,-2.2016310691833496,-3.7907748222351074,100,55.77601489121673,-2.8878636360168457,-3.119940280914306,100,88.66799785260426,-1.1984943151474,-3.2557625770568848,100,71.78739044142672,-1.8046103715896606,-2.7385501861572266,100,50.26917197543167,-2.3176965713500977,-2.328463554382324,100,51.19587021991553,-2.1595873832702637,-2.2074313163757324,100,71.18887808777814,-1.576427698135376,-2.4810028076171875
14,14,HaskellMacDonald_7_SP,SP,We need to know if the potato or the grains,were,was,100,96.22460355584708,-2.988853454589844,-6.2270331382751465,0,37.47885181142375,-4.323122978210449,-3.811394929885864,0,45.21267381800679,-4.496109962463379,-4.304028511047363,100,98.282211970147,-2.0485317707061768,-6.095337390899658,100,81.9967962378697,-3.0698933601379395,-4.586023807525635,100,91.86727783002121,-3.2354228496551514,-5.659872055053711,100,96.6082379492298,-1.8596327304840088,-5.20894718170166,100,80.94429885791305,-4.163981914520264,-5.610376834869385,100,93.21271563538821,-2.8422744274139404,-5.4621076583862305,100,86.76023760781074,-2.9539074897766113,-4.833831310272217
15,15,HaskellMacDonald_7_PS,PS,We need to know if the potatoes or the grain,were,was,100,69.89519469062623,-3.2222259044647217,-4.06453800201416,0,35.1505168429538,-4.149228096008301,-3.536798477172852,0,20.51192366499048,-4.802935600280762,-3.4483349323272705,100,84.41829006053521,-2.571296215057373,-4.260982513427734,0,49.9472379880289,-3.57750940322876,-3.5753989219665527,100,64.46403023626453,-3.791107654571533,-4.386669635772705,100,83.24808093419246,-1.9981052875518799,-3.6014175415039062,100,79.20918037521835,-2.5957212448120117,-3.9333019256591797,100,51.291583675137595,-3.45599365234375,-3.5076684951782227,100,83.46809201148314,-3.380514621734619,-4.9996867179870605
16,16,HaskellMacDonald_8_SP,SP,I want to know if the sheet or the colors,are,is,100,90.63252158044035,-3.3001959323883057,-5.569765090942383,100,77.08696479110093,-2.764159202575684,-3.9773874282836914,100,54.781443915905456,-5.298271179199219,-5.490115165710449,100,87.03776125664469,-2.190569877624512,-4.094871520996094,100,56.73243188387087,-2.60845947265625,-2.8794021606445312,100,74.74690910539012,-2.3792178630828857,-3.4643771648406982,100,57.48996746691947,-2.8657498359680176,-3.1676201820373535,100,74.37044395214373,-3.3841562271118164,-4.449468612670898,0,24.40305135011976,-3.862009286880493,-2.7313015460968018,100,59.66532653109876,-3.441483974456787,-3.8330235481262207
17,17,HaskellMacDonald_8_PS,PS,I want to know if the sheets or the color,are,is,100,72.9241181872321,-1.8168017864227293,-2.807577848434448,0,44.16177404637695,-3.0867748260498047,-2.852175712585449,0,37.87339343380237,-3.1824517250061035,-2.687526226043701,100,59.684993939948974,-2.767140865325928,-3.159497737884521,0,47.6453567956311,-2.963152885437012,-2.8688974380493164,100,82.28348467383232,-1.7042555809020996,-3.239928722381592,0,33.19928662190235,-3.0481505393981934,-2.3489651679992676,0,38.37542859709075,-3.2931149005889893,-2.819471597671509,0,8.167611915772884,-4.330759525299072,-1.9109710454940796,100,61.87556874629425,-2.055626392364502,-2.5398964881896973
18,18,HaskellMacDonald_9_SP,SP,I need to know if the table or the chairs,are,is,100,93.90073978998602,-1.7418570518493652,-4.475927829742432,100,53.78782801766049,-2.6933999061584477,-2.8452038764953613,100,80.7310259924117,-2.40688705444336,-3.839513778686523,100,93.60944946060754,-1.1717703342437744,-3.856081247329712,100,62.53277333442651,-1.8860173225402832,-2.3982415199279785,100,72.44212377221659,-1.7812540531158447,-2.747753620147705,100,81.79604745394971,-2.563331127166748,-4.065921306610107,100,61.66098821533933,-2.2700085639953613,-2.745192050933838,0,49.67005731761015,-2.594627618789673,-2.5814297199249268,100,86.85232139756349,-1.2490966320037842,-3.1370606422424316
19,19,HaskellMacDonald_9_PS,PS,I need to know if the tables or the chair,are,is,0,38.82487533381558,-2.934945821762085,-2.4802663326263428,0,24.83411839970056,-3.0915026664733887,-1.9840236902236936,0,25.88492722313524,-3.469311475753784,-2.417353391647339,100,69.95397343304133,-2.08857798576355,-2.933685064315796,0,33.392049809583675,-2.514763355255127,-1.824257254600525,0,43.21593387326392,-2.3028790950775146,-2.029832601547241,100,61.552666339302874,-1.6191965341567993,-2.0898003578186035,0,39.689838354252764,-2.150608539581299,-1.7322031259536743,0,7.917561765214266,-3.42863130569458,-0.9750303626060486,100,52.773914666805496,-1.7150983810424805,-1.8261690139770508
20,20,HaskellMacDonald_10_SP,SP,Maria probably knows if the !photo or the paintings,are,is,100,86.33436009315866,-1.8150599002838133,-3.658402919769287,100,89.96067069012673,-1.880488634109497,-4.07335090637207,100,84.19013324999835,-1.9608525037765503,-3.633296012878418,100,91.26628040280433,-1.243175983428955,-3.589766025543213,100,93.6018711347262,-1.6924463510513306,-4.375491142272949,100,92.59621342549494,-1.1064027547836304,-3.632659435272217,100,84.16086331502318,-1.5486483573913574,-3.2188944816589355,100,84.70510101522835,-1.7957240343093872,-3.507380485534668,100,89.95389341045575,-1.65387761592865,-3.84598970413208,100,96.03432182465347,-1.0601288080215454,-4.247157573699951
21,21,HaskellMacDonald_10_PS,PS,Maria probably knows if the photos or the painting,are,is,0,16.589086712109708,-3.3842077255249023,-1.7691736221313477,0,36.55152874310927,-2.718651294708252,-2.1671462059021,0,13.571437745479752,-4.192928791046143,-2.3415780067443848,0,37.44814690835011,-2.576869249343872,-2.063830614089966,0,12.456223127512128,-3.5826539993286133,-1.6327353715896606,0,20.17287240194058,-3.1639719009399414,-1.7884472608566284,0,43.45714298668557,-2.5481791496276855,-2.2849555015563965,0,10.780421227631301,-3.650949001312256,-1.537580132484436,0,4.866806052154797,-4.507528305053711,-1.5346882343292236,0,36.5776750327763,-2.3356211185455322,-1.785243272781372
22,22,HaskellMacDonald_11_SP,SP,It did n't matter to me if the magazine or the books,were,was,100,86.94940825562128,-2.650854587554932,-4.547347545623779,100,53.85810585207659,-3.2264533042907715,-3.38108491897583,100,78.67624938430315,-2.699092149734497,-4.004611968994141,100,88.78307579027101,-1.9027559757232664,-3.9715282917022714,100,56.92164612690254,-2.908903121948242,-3.187558174133301,100,70.59560992261503,-2.70699405670166,-3.582818031311035,0,40.704012099448505,-4.155355453491211,-3.7791404724121094,100,79.25274467339891,-2.365579128265381,-3.7058072090148926,100,75.31628940583998,-2.6452274322509766,-3.7607803344726562,100,96.00061528712433,-1.733963966369629,-4.912178039550781
23,23,HaskellMacDonald_11_PS,PS,It did n't matter to me if the magazines or the book,were,was,0,23.08839010816761,-4.292581558227539,-3.08925461769104,0,14.40402916983185,-4.879080772399902,-3.09695053100586,0,29.43620825201338,-4.147553443908691,-3.273261785507202,100,91.1805756474138,-2.231592893600464,-4.567478179931641,100,64.42377841013732,-3.495558261871338,-4.0893635749816895,100,68.59272667185536,-4.065915107727051,-4.847062110900879,100,53.53105181778305,-3.781733751296997,-3.9232113361358643,100,73.47075184294944,-3.024250030517578,-4.042889595031738,0,36.91869746674195,-4.185186386108398,-3.649480104446411,100,71.82415378958136,-3.0674123764038086,-4.003168106079102
24,24,HaskellMacDonald_12_SP,SP,It is hard to tell whether the steelmaker or the engineers,are,is,100,97.27299654311,-1.5521129369735718,-5.126430988311768,100,93.26886131596666,-1.831132173538208,-4.459874153137207,100,96.46664960540876,-2.079711675643921,-5.386662483215332,100,95.21681922500336,-1.8056753873825075,-4.796726226806641,100,94.21221881974624,-1.581062078475952,-4.37086296081543,100,94.72295244051968,-1.4899591207504272,-4.377548694610596,100,87.30586153286308,-1.8343150615692139,-3.762592315673828,100,81.24507635598732,-2.8578968048095703,-4.323910713195801,100,96.1676980868066,-1.5788037776947021,-4.801431655883789,100,85.74288400035789,-2.1399450302124023,-3.934041976928711
25,25,HaskellMacDonald_12_PS,PS,It is hard to tell whether the steelmakers or the engineer,are,is,100,56.62251428302271,-2.5549449920654297,-2.8214111328125,0,44.65868677071542,-2.914823532104492,-2.700352668762207,0,25.10303921521805,-3.827549695968628,-2.7344253063201904,100,82.83077135405688,-2.0198657512664795,-3.5935466289520264,0,34.10854973015673,-2.7095913887023926,-2.051130771636963,100,70.54827391901236,-2.065974473953247,-2.939519166946411,0,47.612481446238206,-2.461974620819092,-2.366401195526123,100,54.161578496772236,-2.751126289367676,-2.917975425720215,100,60.62813017506309,-2.3271872997283936,-2.758894681930542,100,53.35277694876878,-2.132434606552124,-2.266747236251831
26,26,HaskellMacDonald_13_SP,SP,Ask Ronnie if the metal or the diamonds,are,is,100,97.78452243444072,-0.9254244565963744,-4.7127227783203125,100,83.53421969679037,-1.3509801626205444,-2.974952220916748,100,80.25245615920856,-1.7972023487091064,-3.199350595474243,100,98.01503074587444,-1.1787840127944946,-5.078301429748535,100,94.85814419413502,-1.7711725234985352,-4.686141014099121,100,94.41399527101552,-0.8265173435211182,-3.653942346572876,100,91.7230003674607,-1.2508834600448608,-3.6561760902404785,100,98.11086633389505,-0.9124932289123535,-4.862473011016846,100,87.71464739949305,-1.2989805936813354,-3.2646617889404297,100,95.34035001161078,-0.7560939192771912,-3.774606704711914
27,27,HaskellMacDonald_13_PS,PS,Ask Ronnie if the metals or the diamond,are,is,0,48.43791315334413,-2.505912065505981,-2.443408250808716,0,26.872247336299925,-3.2796790599823,-2.2785651683807373,0,21.29072823894225,-3.1856417655944824,-1.8781524896621704,100,54.48624131598703,-2.574733257293701,-2.754666805267334,0,38.559515046407824,-3.385037660598755,-2.9191715717315674,100,94.755283158685,-1.550180435180664,-4.444256782531738,100,73.62134011354308,-2.1891021728515625,-3.215481758117676,100,84.5815746794202,-1.8884780406951904,-3.5906312465667725,100,92.20026545413468,-1.5483800172805786,-4.018253326416016,0,45.64244390008141,-2.403909921646118,-2.2291643619537354
28,28,HaskellMacDonald_14_SP,SP,I wonder if the plant or the flies,are,is,100,69.44714583476377,-5.169380187988281,-5.990488052368164,0,35.18946114877284,-5.390982151031494,-4.7802605628967285,100,58.41188597939316,-4.764832496643066,-5.104537487030029,0,41.59072033608414,-3.9872779846191406,-3.647680282592773,100,82.75383698657201,-2.869054317474365,-4.437335014343262,0,45.63496719455445,-2.6266398429870605,-2.4515929222106934,100,50.03769397021504,-3.624995708465576,-3.6265034675598145,0,45.1251880368469,-3.0987038612365723,-2.903090000152588,100,57.756028470775064,-5.245610237121582,-5.558376312255859,100,78.03162740081197,-2.9231977462768555,-4.190708160400391
29,29,HaskellMacDonald_14_PS,PS,I wonder if the plants or the fly,are,is,100,63.24894534039891,-3.612060546875,-4.154972076416016,0,26.88701759111043,-4.088167190551758,-3.0878047943115234,0,41.964353866654726,-4.775887489318848,-4.451650619506836,0,39.373440594327306,-4.889698028564453,-4.458056449890137,100,81.2466311840446,-3.4818029403686523,-4.947918891906738,100,77.930281311339,-3.098294734954834,-4.359902858734131,100,53.36618678586665,-2.962970495223999,-3.0978219509124756,100,66.31687275380997,-2.859400510787964,-3.5368478298187256,0,42.11142245325667,-2.9002559185028076,-2.582054853439331,100,75.12579871837922,-3.1497721672058105,-4.255105018615723
30,30,HaskellMacDonald_15_SP,SP,It does n't really matter whether the contractor or the banks,are,is,100,96.58153180843136,-1.621060490608215,-4.962255477905273,100,93.77856616858672,-2.043752193450928,-4.756688117980957,100,94.06930563495528,-2.3169877529144287,-5.080878257751465,100,91.43232986816852,-2.11832857131958,-4.485931873321533,100,94.9775464534489,-1.684446930885315,-4.624168872833252,100,96.57132532254242,-1.312558650970459,-4.6506667137146,100,89.9718728778277,-1.7653124332427979,-3.9594156742095947,100,80.45935581390606,-2.327127456665039,-3.7423830032348633,100,94.12462253258735,-1.9190236330032349,-4.692873001098633,100,97.80730092564893,-1.2921403646469116,-5.090006351470947
31,31,HaskellMacDonald_15_PS,PS,It does n't really matter whether the contractors or the bank,are,is,0,47.23335854581648,-3.315129041671753,-3.204350233078003,100,50.18031518967639,-2.8682217597961426,-2.875434398651123,0,27.57103866736771,-3.874844074249268,-2.909003734588623,100,59.12854170595877,-2.7968292236328125,-3.1661109924316406,0,49.60988359558942,-2.9063000679016118,-2.890695095062256,0,44.91309509798511,-2.828110694885254,-2.6239280700683594,0,48.190430734469736,-2.872209072113037,-2.7997946739196777,0,39.425561595889704,-3.077524185180664,-2.6480655670166016,0,21.688473610761662,-4.26090145111084,-2.976987600326538,0,28.84005513988887,-3.4867937564849854,-2.5836288928985596
32,32,HaskellMacDonald_16_SP,SP,Can you tell me whether the swing or the courts,are,is,100,96.91939947160505,-1.11117422580719,-4.559929370880127,100,95.41225969410708,-1.7138172388076782,-4.748636722564697,100,92.15115934984831,-2.1388251781463623,-4.601889610290527,100,93.0984517469947,-1.5039470195770264,-4.10585880279541,100,83.93495832364411,-2.0940136909484863,-3.747410297393799,100,78.92733504145976,-1.6271028518676758,-2.9476537704467773,100,88.02969518072679,-2.4951884746551514,-4.490433692932129,100,91.55864415775838,-1.5301549434661865,-3.913991689682007,100,87.15089053458668,-2.1161386966705322,-4.030505180358887,100,94.22727835736787,-1.3958113193511963,-4.188377380371094
33,33,HaskellMacDonald_16_PS,PS,Can you tell me whether the swings or the court,are,is,0,36.399564510219065,-2.975414752960205,-2.417351245880127,0,14.924175059429812,-4.105659484863281,-2.3650989532470703,0,11.459669094454332,-4.591402530670166,-2.5467782020568848,0,37.72585470047523,-3.52949595451355,-3.0282952785491943,0,6.597059341704108,-4.226956367492676,-1.57665753364563,0,25.964247911993027,-2.695641040802002,-1.6478134393692017,0,15.281200348886582,-3.906259298324585,-2.19354510307312,0,0.8626217024850393,-6.134465217590332,-1.3901796340942383,0,4.3985081982048575,-4.999676704406738,-1.9207537174224854,0,17.315381029494727,-3.9134459495544434,-2.3500075340270996
34,34,HaskellMacDonald_17_SP,SP,Do you think the window or the walls,are,is,100,92.67471408080348,-1.6631008386611938,-4.200864315032959,100,75.59548617317401,-1.974941849708557,-3.1055703163146973,100,88.49159775019807,-2.664344787597656,-4.704174995422363,100,76.18850350256406,-1.5494661331176758,-2.712508201599121,100,77.47846374457164,-1.8051955699920652,-3.0407235622406006,100,84.43814387988117,-1.1837258338928223,-2.874922275543213,0,48.79474150395268,-2.182583808898926,-2.134364128112793,100,53.65571732043152,-2.3332269191741943,-2.4797170162200928,0,48.014826608456666,-2.3773012161254883,-2.2978525161743164,100,60.086829566804525,-1.9570527076721191,-2.3661370277404785
35,35,HaskellMacDonald_17_PS,PS,Do you think the windows or the wall,are,is,0,24.476596045247497,-8.425046920776367,-7.298321723937988,0,22.147135919692072,-5.44431209564209,-4.187199592590332,0,15.54776974608779,-6.370547294616699,-4.67827844619751,100,53.56801022910895,-3.008452177047729,-3.1514155864715576,100,58.92857304866504,-4.449934959411621,-4.810948371887207,0,34.872570426715264,-4.089234352111816,-3.4645891189575195,0,7.9313730409155205,-4.14310884475708,-1.6914007663726807,0,41.74688333462522,-5.855551242828369,-5.522378444671631,0,28.000034144595848,-5.006170749664307,-4.061710834503174,0,23.619366504178814,-4.301061630249023,-3.127399444580078
36,36,HaskellMacDonald_18_SP,SP,Do you remember if the door or the carpets,were,was,100,94.1971393570655,-3.140188694000244,-5.92722749710083,100,67.9919472607995,-3.255204677581787,-4.008606433868408,100,70.42463531275548,-3.6143856048583984,-4.481986999511719,100,52.894808400538274,-2.8975343704223637,-3.013456344604492,100,79.27531630959287,-2.9196882247924805,-4.261289596557617,100,83.43471854276497,-2.6627073287963867,-4.279462814331055,100,82.58314114484936,-3.486433982849121,-5.0428009033203125,100,90.37408914737324,-1.9348869323730469,-4.174386024475098,100,84.11639415697604,-2.664670467376709,-4.331584453582764,100,78.9495010059555,-2.7619619369506836,-4.083846092224121
37,37,HaskellMacDonald_18_PS,PS,Do you remember if the doors or the carpet,were,was,100,50.01971721546965,-4.256269454956055,-4.257058143615723,0,46.586491070288446,-5.537534713745117,-5.400781631469727,0,25.76130717417941,-4.813408851623535,-3.7549970149993896,100,88.7905646678656,-2.5556271076202397,-4.625151634216309,0,49.611027935305856,-4.918150901794434,-4.902591705322266,100,54.79299570947885,-4.609593391418457,-4.80190372467041,0,43.856603565781356,-4.104787826538086,-3.8578040599823,0,21.89993426703968,-6.030887603759766,-4.759380340576172,100,72.77721950633558,-3.523740768432617,-4.507089614868164,0,43.00814280304895,-4.14796781539917,-3.8664488792419434
